Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2021.03,Financial auxiliaries,270,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2021.03,Financial auxiliaries,270,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,-13
2021.03,Financial auxiliaries,270,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,C
2021.03,Financial auxiliaries,270,Revaluation Account Total non-financial assets,K070000,AN00000,57
2021.03,Financial auxiliaries,270,Revaluation Account Produced non-financial assets,K070000,AN10000,48
2021.03,Financial auxiliaries,270,Revaluation Account Non-produced non-financial assets,K070000,AN20000,9
2021.03,Financial auxiliaries,270,Financial assets Closing balance Total financial assets,LE00000,AFA0000,13497
2021.03,Financial auxiliaries,270,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Financial auxiliaries,270,Financial assets Closing balance currency and deposits,LE00000,AFA0200,4969
2021.03,Financial auxiliaries,270,Financial assets Closing balance debt securities,LE00000,AFA0300,688
2021.03,Financial auxiliaries,270,Financial assets Closing balance loans,LE00000,AFA0400,3099
2021.03,Financial auxiliaries,270,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2059
2021.03,Financial auxiliaries,270,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,C
2021.03,Financial auxiliaries,270,Financial assets Closing balance financial derivatives,LE00000,AFA0700,61
2021.03,Financial auxiliaries,270,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,16933
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance debt securities,LE00000,AFL0300,437
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance loans,LE00000,AFL0400,4587
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,7299
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,68
2021.03,Financial auxiliaries,270,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,4540
2021.03,Financial auxiliaries,270,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,3436
2021.03,Financial auxiliaries,270,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1969
2021.03,Financial auxiliaries,270,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,1466
2021.03,Financial auxiliaries,270,Financial assets Opening balance Total financial assets,LS00000,AFA0000,11484
2021.03,Financial auxiliaries,270,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2021.03,Financial auxiliaries,270,Financial assets Opening balance currency and deposits,LS00000,AFA0200,4178
2021.03,Financial auxiliaries,270,Financial assets Opening balance debt securities,LS00000,AFA0300,723
2021.03,Financial auxiliaries,270,Financial assets Opening balance loans,LS00000,AFA0400,2391
2021.03,Financial auxiliaries,270,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,2119
2021.03,Financial auxiliaries,270,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,C
2021.03,Financial auxiliaries,270,Financial assets Opening balance financial derivatives,LS00000,AFA0700,48
2021.03,Financial auxiliaries,270,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,C
2021.03,Financial auxiliaries,270,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,14685
2021.03,Financial auxiliaries,270,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2021.03,Financial auxiliaries,270,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2021.03,Financial auxiliaries,270,Financial liabilities Opening balance debt securities,LS00000,AFL0300,393
2021.03,Financial auxiliaries,270,Financial liabilities Opening balance loans,LS00000,AFL0400,4545
2021.03,Financial auxiliaries,270,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,6328
2021.03,Financial auxiliaries,270,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2021.03,Financial auxiliaries,270,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,81
2021.03,Financial auxiliaries,270,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,3336
2021.03,Financial auxiliaries,270,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,3200
2021.03,Financial auxiliaries,270,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,1808
2021.03,Financial auxiliaries,270,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,1393
2021.03,Financial auxiliaries,270,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,-2
2021.03,Financial auxiliaries,270,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,-2
2021.03,Financial auxiliaries,270,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2021.03,Financial auxiliaries,270,Total net transactions in produced non-financial assets,P050000,AN10000,114
2021.03,Financial auxiliaries,270,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,-234
2021.03,Financial auxiliaries,270,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,336
2021.03,Financial auxiliaries,270,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,12
2021.03,Captive financial institutions,281,ISA Saving (net),B08N000,ISA,2277
2021.03,Captive financial institutions,281,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,-3536
2021.03,Captive financial institutions,281,Total net transactions in non-financial assets,B091N00,AN00000,27
2021.03,Captive financial institutions,281,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,2249
2021.03,Captive financial institutions,281,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,-1287
2021.03,Captive financial institutions,281,Changes in net worth due to other changes in volume of assets,B102000,A000000,0
2021.03,Captive financial institutions,281,Changes in net worth due to nominal holding gains/losses,B103000,A000000,-2792
2021.03,Captive financial institutions,281,ISA Net capital taxes receivable,D910000,ISA,0
2021.03,Captive financial institutions,281,ISA Net capital transfers receivable,D990000,ISA,0
2021.03,Captive financial institutions,281,Financial assets Net transactions in financial assets,F000000,AFA0000,-4505
2021.03,Captive financial institutions,281,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2021.03,Captive financial institutions,281,Financial assets Net transactions in currency and deposits,F000000,AFA0200,3573
2021.03,Captive financial institutions,281,Financial assets Net transactions in debt securities,F000000,AFA0300,15746
2021.03,Captive financial institutions,281,Financial assets Net transactions in loans,F000000,AFA0400,-8157
2021.03,Captive financial institutions,281,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,-15622
2021.03,Captive financial institutions,281,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,C
2021.03,Captive financial institutions,281,Financial assets Net transactions in financial derivatives,F000000,AFA0700,0
2021.03,Captive financial institutions,281,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,C
2021.03,Captive financial institutions,281,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,-3218
2021.03,Captive financial institutions,281,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2021.03,Captive financial institutions,281,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2021.03,Captive financial institutions,281,Financial liabilities Net transactions in debt securities,F000000,AFL0300,4016
2021.03,Captive financial institutions,281,Financial liabilities Net transactions in loans,F000000,AFL0400,27192
2021.03,Captive financial institutions,281,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,-33521
2021.03,Captive financial institutions,281,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,0
2021.03,Captive financial institutions,281,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2021.03,Captive financial institutions,281,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,-905
2021.03,Captive financial institutions,281,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2021.03,Captive financial institutions,281,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,140
2021.03,Captive financial institutions,281,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,1155
2021.03,Captive financial institutions,281,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,1016
2021.03,Captive financial institutions,281,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2021.03,Captive financial institutions,281,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2021.03,Captive financial institutions,281,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,850
2021.03,Captive financial institutions,281,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2021.03,Captive financial institutions,281,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,C
2021.03,Captive financial institutions,281,Revaluation Account Financial assets Debt securities,K070000,AFA0300,-1490
2021.03,Captive financial institutions,281,Revaluation Account Financial assets Loans,K070000,AFA0400,C
2021.03,Captive financial institutions,281,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,2512
2021.03,Captive financial institutions,281,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2021.03,Captive financial institutions,281,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,C
2021.03,Captive financial institutions,281,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,C
2021.03,Captive financial institutions,281,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,3833
2021.03,Captive financial institutions,281,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2021.03,Captive financial institutions,281,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2021.03,Captive financial institutions,281,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,2240
2021.03,Captive financial institutions,281,Revaluation Account Financial liabilities Loans,K070000,AFL0400,C
2021.03,Captive financial institutions,281,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,781
2021.03,Captive financial institutions,281,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2021.03,Captive financial institutions,281,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,1205
2021.03,Captive financial institutions,281,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,C
2021.03,Captive financial institutions,281,Revaluation Account Total non-financial assets,K070000,AN00000,191
2021.03,Captive financial institutions,281,Revaluation Account Produced non-financial assets,K070000,AN10000,46
2021.03,Captive financial institutions,281,Revaluation Account Non-produced non-financial assets,K070000,AN20000,146
2021.03,Captive financial institutions,281,Financial assets Closing balance Total financial assets,LE00000,AFA0000,284369
2021.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11729
2021.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,38046
2021.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,66486
2021.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,162264
2021.03,Captive financial institutions,281,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,C
2021.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives,LE00000,AFA0700,C
2021.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2021.03,Captive financial institutions,281,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,306535
2021.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Captive financial institutions,281,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Captive financial institutions,281,Financial liabilities Closing balance debt securities,LE00000,AFL0300,53330
2021.03,Captive financial institutions,281,Financial liabilities Closing balance loans,LE00000,AFL0400,76683
2021.03,Captive financial institutions,281,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,158099
2021.03,Captive financial institutions,281,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2021.03,Captive financial institutions,281,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,1898
2021.03,Captive financial institutions,281,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,16526
2021.03,Captive financial institutions,281,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,9535
2021.03,Captive financial institutions,281,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,3935
2021.03,Captive financial institutions,281,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,5600
2021.03,Captive financial institutions,281,Financial assets Opening balance Total financial assets,LS00000,AFA0000,287884
2021.03,Captive financial institutions,281,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2021.03,Captive financial institutions,281,Financial assets Opening balance currency and deposits,LS00000,AFA0200,8288
2021.03,Captive financial institutions,281,Financial assets Opening balance debt securities,LS00000,AFA0300,23790
2021.03,Captive financial institutions,281,Financial assets Opening balance loans,LS00000,AFA0400,74693
2021.03,Captive financial institutions,281,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,174325
2021.03,Captive financial institutions,281,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,C
2021.03,Captive financial institutions,281,Financial assets Opening balance financial derivatives,LS00000,AFA0700,C
2021.03,Captive financial institutions,281,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,C
2021.03,Captive financial institutions,281,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,304764
2021.03,Captive financial institutions,281,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2021.03,Captive financial institutions,281,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2021.03,Captive financial institutions,281,Financial liabilities Opening balance debt securities,LS00000,AFL0300,47074
2021.03,Captive financial institutions,281,Financial liabilities Opening balance loans,LS00000,AFL0400,50446
2021.03,Captive financial institutions,281,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,189029
2021.03,Captive financial institutions,281,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2021.03,Captive financial institutions,281,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,692
2021.03,Captive financial institutions,281,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,17522
2021.03,Captive financial institutions,281,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,8301
2021.03,Captive financial institutions,281,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,3905
2021.03,Captive financial institutions,281,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,4396
2021.03,Captive financial institutions,281,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,43
2021.03,Captive financial institutions,281,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,43
2021.03,Captive financial institutions,281,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2021.03,Captive financial institutions,281,Total net transactions in produced non-financial assets,P050000,AN10000,-16
2021.03,Captive financial institutions,281,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,-483
2021.03,Captive financial institutions,281,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,467
2021.03,Captive financial institutions,281,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,-0
2021.03,Central government institutions excluding funded social insurance schemes,311,ISA Saving (net),B08N000,ISA,-16854
2021.03,Central government institutions excluding funded social insurance schemes,311,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,-8549
2021.03,Central government institutions excluding funded social insurance schemes,311,Total net transactions in non-financial assets,B091N00,AN00000,4080
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,-24402
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,-32951
2021.03,Central government institutions excluding funded social insurance schemes,311,Changes in net worth due to other changes in volume of assets,B102000,A000000,-538
2021.03,Central government institutions excluding funded social insurance schemes,311,Changes in net worth due to nominal holding gains/losses,B103000,A000000,31415
2021.03,Central government institutions excluding funded social insurance schemes,311,ISA Net capital taxes receivable,D910000,ISA,-0
2021.03,Central government institutions excluding funded social insurance schemes,311,ISA Net capital transfers receivable,D990000,ISA,-3468
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in financial assets,F000000,AFA0000,39044
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,8
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in currency and deposits,F000000,AFA0200,28282
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in debt securities,F000000,AFA0300,11353
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in loans,F000000,AFA0400,6193
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,7865
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in financial derivatives,F000000,AFA0700,-11692
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,-2967
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,71995
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in debt securities,F000000,AFL0300,76618
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in loans,F000000,AFL0400,-4390
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,-1163
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,-1067
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,1998
2021.03,Central government institutions excluding funded social insurance schemes,311,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,-33
2021.03,Central government institutions excluding funded social insurance schemes,311,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,294
2021.03,Central government institutions excluding funded social insurance schemes,311,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,-212
2021.03,Central government institutions excluding funded social insurance schemes,311,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,10530
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,-211
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,-733
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Debt securities,K070000,AFA0300,-3542
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Loans,K070000,AFA0400,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,3909
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,11115
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,-9
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,-15771
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,-209
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,-15242
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Loans,K070000,AFL0400,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,-197
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,5
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,-127
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Total non-financial assets,K070000,AN00000,5115
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Produced non-financial assets,K070000,AN10000,3922
2021.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Non-produced non-financial assets,K070000,AN20000,1193
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance Total financial assets,LE00000,AFA0000,226657
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1760
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance currency and deposits,LE00000,AFA0200,61732
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance debt securities,LE00000,AFA0300,20929
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance loans,LE00000,AFA0400,28074
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,85702
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,..
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance financial derivatives,LE00000,AFA0700,4194
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,24267
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,203718
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1731
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance debt securities,LE00000,AFL0300,151181
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance loans,LE00000,AFL0400,13743
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,7676
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,5604
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,23783
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,151485
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,116144
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,35340
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance Total financial assets,LS00000,AFA0000,177117
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,1963
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance currency and deposits,LS00000,AFA0200,34184
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance debt securities,LS00000,AFA0300,13118
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance loans,LS00000,AFA0400,21923
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,73915
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,..
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance financial derivatives,LS00000,AFA0700,4770
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,27244
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,147200
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,1942
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance debt securities,LS00000,AFL0300,89805
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance loans,LS00000,AFL0400,18133
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,0
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,9043
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,6666
2021.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,21611
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,142501
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,108096
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,34405
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,-46
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,-0
2021.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,-46
